,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
1039.461,0.61652904,0.61610634,0.61620312,0.61620466,0.61659483,0.61684615,0.61648211,0.61700499,0.61796194,0.6184208,0.6193945,0.62025143,0.62167075,0.62237456,0.62370818,0.62571816,0.62857243,0.63154278,0.63538144,0.63870294,0.64265929,0.64841983,0.65358307,0.66021424,0.66666838,0.67399477,0.68132222,0.6882086,0.69194256,0.6887394,0.67821884,0.66622217,0.65371928,0.63886762,0.62527616,0.61041054,0.59620253,0.58215448,0.56741059,0.5535322,0.53950052,0.52610778,0.51299453,0.50063697,0.48990092,0.48119658,0.47514529,0.47062896,0.4670869,0.46559764,0.46497312
1041.389,0.62663924,0.62607214,0.62598822,0.62593076,0.62630903,0.62645915,0.62611111,0.62655699,0.62739034,0.6278147,0.6285445,0.62954893,0.63071005,0.63158986,0.63272178,0.63458096,0.63745313,0.64047618,0.64422834,0.64737154,0.65124339,0.65706433,0.66232767,0.66880184,0.67544148,0.68257347,0.68982712,0.6969337,0.70023636,0.6966057,0.68564794,0.67285737,0.65969888,0.64421992,0.62959096,0.61445554,0.59959623,0.58488878,0.56967999,0.555638,0.54099722,0.52750258,0.51423533,0.50167327,0.49083952,0.48220618,0.47597989,0.47135576,0.4678813,0.46634684,0.46580722
1043.318,0.63588954,0.63540294,0.63524512,0.63517156,0.63555613,0.63567385,0.63495951,0.63514749,0.63606634,0.6363847,0.6371372,0.63813493,0.63917735,0.63997276,0.64099128,0.64313516,0.64586753,0.64885328,0.65257474,0.65581754,0.65978479,0.66541233,0.67053817,0.67715104,0.68384988,0.69118467,0.69843862,0.7053379,0.70862366,0.7045706,0.69260304,0.67923007,0.66548068,0.64937012,0.63404026,0.61814394,0.60296223,0.58751678,0.57192069,0.557682,0.54298902,0.52908198,0.51567153,0.50300097,0.49203482,0.48313018,0.47686649,0.47222766,0.4684501,0.46704664,0.46633622
1045.246,0.64565144,0.64518244,0.64506992,0.64508856,0.64506583,0.64490465,0.64433061,0.64443339,0.64528474,0.6453533,0.6462217,0.64715023,0.64809105,0.64878406,0.64990388,0.65175846,0.65459823,0.65727368,0.66117474,0.66439464,0.66825499,0.67394263,0.67914557,0.68559064,0.69242508,0.69958817,0.70709862,0.7138083,0.71697816,0.7121369,0.69988364,0.68579997,0.67135348,0.65449622,0.63882836,0.62228814,0.60643113,0.59062898,0.57451719,0.5596325,0.54463292,0.53045418,0.51701973,0.50411477,0.49295042,0.48399958,0.47758469,0.47295566,0.4691844,0.46774894,0.46698042
1047.175,0.65542204,0.65491454,0.65485102,0.65491126,0.65487563,0.65478495,0.65412291,0.65418949,0.65487984,0.6549464,0.6557464,0.65662083,0.65761745,0.65826186,0.65942428,0.66133766,0.66398093,0.66698978,0.67074354,0.67373384,0.67774789,0.68347873,0.68854067,0.69509184,0.70180878,0.70898987,0.71628532,0.7230478,0.72616116,0.720816,0.70781084,0.69306937,0.67784268,0.66016172,0.64378856,0.62675114,0.60998643,0.59373668,0.57716859,0.5617453,0.54642912,0.53189288,0.51820073,0.50501667,0.49376242,0.48462648,0.47819269,0.47341186,0.4696524,0.46803004,0.46740512
1049.103,0.66544654,0.66499904,0.66519192,0.66508846,0.66502793,0.66514355,0.66432061,0.66434859,0.66490584,0.6650868,0.6659785,0.66668373,0.66773895,0.66855196,0.66969168,0.67147956,0.67425453,0.67718868,0.68104754,0.68418384,0.68819499,0.69367803,0.69877007,0.70508474,0.71171008,0.71897197,0.72617492,0.7327092,0.73525276,0.7295793,0.71577514,0.70041527,0.68450728,0.66639722,0.64916506,0.63116294,0.61390913,0.59706908,0.57991939,0.5640966,0.54840472,0.53354158,0.51953693,0.50620957,0.49472042,0.48551698,0.47898409,0.47395426,0.4701394,0.46853134,0.46782072
1051.032,0.67737234,0.67706814,0.67706932,0.67695066,0.67700333,0.67690955,0.67619281,0.67623349,0.67679644,0.6769665,0.6777762,0.67852343,0.67956755,0.68020326,0.68137528,0.68320106,0.68607333,0.68895798,0.69244324,0.69577814,0.69944149,0.70517113,0.70982547,0.71605934,0.72253378,0.72965737,0.73640502,0.7427055,0.74485716,0.7384373,0.72415854,0.70816757,0.69148248,0.67278032,0.65468466,0.63607004,0.61811173,0.60059758,0.58287149,0.5665819,0.55049492,0.53518238,0.52088833,0.50725167,0.49559292,0.48610058,0.47933499,0.47438616,0.4704649,0.46877754,0.46807302
1052.96,0.69109724,0.69082004,0.69109262,0.69105886,0.69106883,0.69097155,0.69015981,0.69027649,0.69071944,0.6908996,0.6916795,0.69236633,0.69331255,0.69416126,0.69514478,0.69709406,0.69982583,0.70258258,0.70612264,0.70909904,0.71253609,0.71810583,0.72263747,0.72862954,0.73491688,0.74136537,0.74773092,0.7535527,0.75507756,0.7482872,0.73325024,0.71645607,0.69921018,0.67954182,0.66078466,0.64134504,0.62270393,0.60444358,0.58617419,0.5691851,0.55263992,0.53696058,0.52232113,0.50854147,0.49645182,0.48685748,0.47985069,0.47474996,0.4707612,0.46902004,0.46820612
1054.889,0.70618374,0.70607554,0.70644662,0.70665176,0.70674083,0.70660415,0.70570551,0.70566919,0.70619164,0.7063803,0.7072207,0.70784963,0.70888005,0.70946076,0.71065848,0.71230466,0.71490043,0.71781908,0.72105604,0.72381634,0.72713569,0.73239453,0.73668547,0.74209924,0.74794278,0.75384417,0.75957052,0.7646624,0.76570256,0.7580261,0.74240904,0.72493947,0.70684388,0.68629432,0.66697066,0.64673944,0.62735123,0.60848568,0.58949219,0.5721504,0.55485932,0.53891788,0.52389233,0.50968157,0.49747172,0.48769268,0.48044239,0.47518966,0.4710478,0.46924734,0.46843562
1056.817,0.72410544,0.72425654,0.72465312,0.72484706,0.72479853,0.72460555,0.72375821,0.72359649,0.72404434,0.7241009,0.7248839,0.72542633,0.72631995,0.72697436,0.72774678,0.72907976,0.73184003,0.73443208,0.73747014,0.73985264,0.74302879,0.74779723,0.75161137,0.75666584,0.76161778,0.76702727,0.77203682,0.7762944,0.77630726,0.7679091,0.75162924,0.73342917,0.71473938,0.69345022,0.67325276,0.65224404,0.63216143,0.61247858,0.59273249,0.5748121,0.55716012,0.54062668,0.52522123,0.51071037,0.49826872,0.48830368,0.48092689,0.47563386,0.4713287,0.46947304,0.46841222
1058.746,0.74435114,0.74449024,0.74480272,0.74503776,0.74512403,0.74482665,0.74366581,0.74365279,0.74383974,0.7439598,0.7445056,0.74491553,0.74550835,0.74600506,0.74676848,0.74792906,0.75034133,0.75260758,0.75557184,0.75764954,0.76024319,0.76457523,0.76774417,0.77219834,0.77665048,0.78092927,0.78503932,0.7882976,0.78745566,0.7783314,0.76126624,0.74215857,0.72296968,0.70075732,0.68004546,0.65811174,0.63721483,0.61672978,0.59612299,0.5776122,0.55945762,0.54237988,0.52664823,0.51177597,0.49917792,0.48882398,0.48149869,0.47592006,0.4714615,0.46951004,0.46843572
1060.674,0.76526984,0.76532914,0.76587352,0.76602886,0.76581863,0.76516305,0.76422351,0.76395959,0.76422424,0.7640891,0.7644613,0.76488823,0.76547835,0.76575976,0.76620308,0.76730606,0.76973253,0.77138998,0.77401374,0.77574704,0.77777819,0.78162913,0.78427307,0.78803624,0.79151758,0.79524657,0.79817712,0.8005175,0.79866386,0.7887264,0.77107044,0.75118707,0.73114708,0.70794742,0.68632176,0.66372184,0.64187573,0.62059408,0.59963059,0.5803806,0.56167632,0.54433798,0.52828223,0.51307567,0.50012982,0.48976828,0.48225009,0.47646056,0.4719035,0.46975434,0.46856742
1062.603,0.78698654,0.78693864,0.78744182,0.78759856,0.78743873,0.78658585,0.78534011,0.78493969,0.78501494,0.7847693,0.7850846,0.78497653,0.78553185,0.78534026,0.78571128,0.78668186,0.78831313,0.79010118,0.79246664,0.79368654,0.79499139,0.79860253,0.80058517,0.80362904,0.80627638,0.80915657,0.81126692,0.8123473,0.80959386,0.7993189,0.78047114,0.75989667,0.73892608,0.71508492,0.69269446,0.66922104,0.64655703,0.62461488,0.60282579,0.582931,0.56384272,0.54610578,0.52954343,0.51411057,0.50102352,0.49042508,0.48263129,0.47682596,0.4721861,0.47001114,0.46872662
1064.531,0.80845354,0.80815634,0.80858042,0.80897566,0.80851343,0.80767885,0.80616491,0.80554999,0.80524764,0.8049208,0.8051802,0.80509663,0.80549055,0.80491656,0.80497158,0.80571496,0.80735393,0.80860778,0.81042234,0.81119324,0.81251849,0.81543223,0.81669267,0.81909944,0.82105738,0.82309527,0.82439802,0.8247549,0.82096996,0.809556,0.79019554,0.76891997,0.74704888,0.72247772,0.69894936,0.67469674,0.65129333,0.62834208,0.60588539,0.5853545,0.56568102,0.54749798,0.53072773,0.51501717,0.50163602,0.49088228,0.48303579,0.47708596,0.4724192,0.47015884,0.46879372
1066.46,0.82758344,0.82778524,0.82814092,0.82827876,0.82790553,0.82706455,0.82526321,0.82463779,0.82441774,0.8240276,0.8239966,0.82384623,0.82377155,0.82330616,0.82302338,0.82348616,0.82495263,0.82621348,0.82774444,0.82817574,0.82906479,0.83145333,0.83231447,0.83403694,0.83556478,0.83683457,0.83722932,0.8368246,0.83227416,0.8199485,0.79979374,0.77770147,0.75503658,0.72939982,0.70516116,0.67989314,0.65564013,0.63196518,0.60875069,0.5876658,0.56755172,0.54879198,0.53178753,0.51593627,0.50240502,0.49174568,0.48367879,0.47775206,0.4729578,0.47064204,0.46920152
1068.388,0.84679964,0.84699324,0.84729972,0.84718196,0.84685043,0.84572815,0.84394971,0.84284289,0.84270794,0.8420899,0.8418518,0.84154733,0.84163555,0.84098286,0.84067488,0.84063416,0.84210543,0.84282968,0.84420164,0.84412304,0.84448909,0.84680713,0.84737657,0.84838204,0.84924018,0.85012367,0.84968502,0.848509,0.84330566,0.8300914,0.80936334,0.78618877,0.76258098,0.73607952,0.71088186,0.68478114,0.65946133,0.63509218,0.61113709,0.5893968,0.56881692,0.54988428,0.53268013,0.51667127,0.50302762,0.49226298,0.48419319,0.47820536,0.4734128,0.47104994,0.46960052
1070.317,0.86575204,0.86548364,0.86591502,0.86605366,0.86556453,0.86420195,0.86225611,0.86140129,0.86088854,0.8601355,0.8601334,0.85957063,0.85934585,0.85841556,0.85806228,0.85811196,0.85920113,0.85978618,0.86073134,0.86048624,0.86059479,0.86234093,0.86232157,0.86304024,0.86318818,0.86330437,0.86239272,0.8603766,0.85440756,0.8408819,0.81870034,0.79485967,0.77011898,0.74262802,0.71635146,0.68930144,0.66317063,0.63778258,0.61323809,0.5908834,0.56979842,0.55060278,0.53317193,0.51703167,0.50335712,0.49254328,0.48445979,0.47850296,0.4737791,0.47145024,0.46995032
1072.245,0.88401504,0.88417454,0.88442362,0.88460996,0.88389273,0.88252735,0.88061281,0.87955229,0.87928584,0.8783526,0.8781683,0.87753373,0.87728145,0.87630166,0.87584548,0.87525196,0.87612983,0.87678868,0.87765974,0.87684954,0.87677509,0.87787273,0.87737717,0.87738404,0.87715838,0.87664657,0.87521502,0.8724534,0.86544876,0.8511914,0.82800024,0.80303367,0.77732908,0.74886662,0.72169046,0.69347624,0.66639463,0.64028498,0.61496369,0.5921187,0.57060622,0.55114918,0.53357593,0.51745027,0.50375352,0.49311158,0.48512179,0.47918966,0.4744287,0.47206344,0.47047962
1074.174,0.90440644,0.90434894,0.90464082,0.90434726,0.90370633,0.90191645,0.89975581,0.89882649,0.89803884,0.8970508,0.8967029,0.89613063,0.89546225,0.89430006,0.89363808,0.89313216,0.89387313,0.89388428,0.89455654,0.89340984,0.89281899,0.89344823,0.89268407,0.89203684,0.89123718,0.88970627,0.88707532,0.8837992,0.87611336,0.8608929,0.83686674,0.81096347,0.78407848,0.75459012,0.72623366,0.69699994,0.66900593,0.64222028,0.61623119,0.5928616,0.57100922,0.55138548,0.53377303,0.51764437,0.50401012,0.49326938,0.48534409,0.47956416,0.4748711,0.47256694,0.47110642
1076.102,0.92611224,0.92598604,0.92626112,0.92589436,0.92510333,0.92308525,0.92057031,0.91970129,0.91834224,0.9175172,0.9166282,0.91617663,0.91527585,0.91388076,0.91289738,0.91222946,0.91263183,0.91223668,0.91280374,0.91113224,0.90975249,0.91018353,0.90865227,0.90738624,0.90543668,0.90326267,0.89983952,0.8953723,0.88695426,0.8705778,0.84560804,0.81851227,0.79071898,0.76005592,0.73046586,0.70042694,0.67150633,0.64375868,0.61727399,0.5934176,0.57117962,0.55120288,0.53355873,0.51728747,0.50381542,0.49318058,0.48553339,0.47976336,0.475085,0.47284274,0.47141012
1078.031,0.94895424,0.94859904,0.94849612,0.94782836,0.94711233,0.94524155,0.94242921,0.94053189,0.93959494,0.9387003,0.9378028,0.93672423,0.93560455,0.93375976,0.93289748,0.93176406,0.93218613,0.93143728,0.93140274,0.92955844,0.92781559,0.92730533,0.92525997,0.92290914,0.92024158,0.91717967,0.91273102,0.9071909,0.89734496,0.8805313,0.85407384,0.82624037,0.79726328,0.76546722,0.73497766,0.70379064,0.67405903,0.64549638,0.61823189,0.5938274,0.57147572,0.55145598,0.53353033,0.51751757,0.50421672,0.49355948,0.48590949,0.48025506,0.4756411,0.47338864,0.47199092
1079.959,0.97302324,0.97215504,0.97193612,0.97145536,0.97025433,0.96794155,0.96494021,0.96332189,0.96197894,0.9605313,0.9593648,0.95838423,0.95685155,0.95498076,0.95326648,0.95201406,0.95207213,0.95096628,0.95030974,0.94804244,0.94555859,0.94468233,0.94140397,0.93839864,0.93493018,0.93068367,0.92474452,0.9181005,0.90725626,0.889346,0.86195724,0.83299057,0.80302058,0.77027612,0.73874666,0.70661144,0.67597723,0.64672758,0.61876379,0.5941962,0.57145702,0.55135238,0.53355923,0.51746477,0.50421642,0.49369928,0.48616609,0.48058486,0.4761055,0.47388394,0.47241992
1081.888,0.99786224,0.99714204,0.99698412,0.99617736,0.99481933,0.99206055,0.98907821,0.98684589,0.98519094,0.9836543,0.9823068,0.98078823,0.97913455,0.97695976,0.97528648,0.97374306,0.97320213,0.97168228,0.97057974,0.96759944,0.96455659,0.96276933,0.95847897,0.95464564,0.95007318,0.94465867,0.93757052,0.9296221,0.91747866,0.8984213,0.87042284,0.84032927,0.80942508,0.77559202,0.74306226,0.70993254,0.67821293,0.64832178,0.61988419,0.594716,0.57167482,0.55139528,0.53354873,0.51744737,0.50430642,0.49391948,0.48639929,0.48091226,0.47656,0.47442854,0.47307832
1083.816,1.02203024,1.02131004,1.02063912,1.01998436,1.01852033,1.01562555,1.01203121,1.00975389,1.00813394,1.0064443,1.0049048,1.00295223,1.00122155,0.99852976,0.99665248,0.99457006,0.99389413,0.99192128,0.99053074,0.98686644,0.98325159,0.98035633,0.97562697,0.97104164,0.96489418,0.95816767,0.94993052,0.9406711,0.92727886,0.9074379,0.87834874,0.84748987,0.81545428,0.78054632,0.74724926,0.71321194,0.68080993,0.65011848,0.62105129,0.5953496,0.57199102,0.55159788,0.53368733,0.51772817,0.50455682,0.49434318,0.48708979,0.48167716,0.4773412,0.47528324,0.47390902
